股票代码,股票名称,2025年累计分红,2025-11-28收盘价,股息率(%)
sz.300159,*ST新研,0.0,3.32,0.0
sz.300160,秀强股份,0.1,5.7,1.75
sz.300161,华中数控,0.01,28.65,0.03
sz.300162,雷曼光电,0.0,8.45,0.0
sz.300163,先锋新材,0.0,4.46,0.0
sz.300164,通源石油,0.0,5.8,0.0
sz.300165,ST天瑞,0.0,4.64,0.0
sz.300166,东方国信,0.0,10.95,0.0
sz.300167,ST迪威迅,0.0,5.6,0.0
sz.300168,万达信息,0.0,7.07,0.0
sz.300169,天晟新材,0.0,6.67,0.0
sz.300170,汉得信息,0.048,18.96,0.25
sz.300171,东富龙,0.106,15.92,0.67
sz.300172,中电环保,0.05,5.77,0.87
sz.300173,福能东方,0.0,6.19,0.0
sz.300174,元力股份,0.13,15.72,0.83
sz.300175,ST朗源,0.0,5.98,0.0
sz.300176,鸿特科技,0.02,6.86,0.29
sz.300177,中海达,0.0,9.46,0.0
sz.300179,四方达,0.2,15.15,1.32
sz.300180,华峰超纤,0.005,6.67,0.07
sz.300181,佐力药业,0.6,17.08,3.51
sz.300182,捷成股份,0.005,5.95,0.08
sz.300183,东软载波,0.1,15.58,0.64
sz.300184,力源信息,0.0,10.13,0.0
sz.300185,通裕重工,0.011,2.85,0.39
sz.300187,永清环保,0.167,5.32,3.14
sz.300188,国投智能,0.0,16.59,0.0
sz.300189,神农种业,0.0,6.0,0.0
sz.300190,维尔利,0.0,4.21,0.0
sz.300191,潜能恒信,0.0,18.58,0.0
sz.300192,科德教育,0.2,22.72,0.88
sz.300193,佳士科技,0.2,9.04,2.21
sz.300194,福安药业,0.07,4.54,1.54
sz.300195,长荣股份,0.0,8.09,0.0
sz.300196,长海股份,0.3,13.47,2.23
sz.300197,节能铁汉,0.0,2.0,0.0
sz.300198,ST纳川,0.0,2.6,0.0
sz.300199,翰宇药业,0.0,18.38,0.0
sz.300200,高盟新材,0.15,11.51,1.3
sz.300201,海伦哲,0.03,6.1,0.49
sz.300203,聚光科技,0.25,15.36,1.63
sz.300204,舒泰神,0.0,30.3,0.0
sz.300205,*ST天喻,0.0,4.53,0.0
sz.300206,理邦仪器,0.207,13.94,1.48
sz.300207,欣旺达,0.2099,29.49,0.71
sz.300209,有棵树,0.0,5.5,0.0
sz.300210,森远股份,0.0,8.77,0.0
sz.300211,*ST亿通,0.0,8.78,0.0
sz.300212,易华录,0.0,19.23,0.0
sz.300213,佳讯飞鸿,0.05,8.72,0.57
sz.300214,日科化学,0.0,7.17,0.0
sz.300215,电科院,0.005,7.42,0.07
sz.300217,东方电热,0.032,5.18,0.62
sz.300218,安利股份,0.25,16.91,1.48
sz.300219,鸿利智汇,0.115,7.67,1.5
sz.300220,金运激光,0.0,15.25,0.0
sz.300221,银禧科技,0.0,9.19,0.0
sz.300222,科大智能,0.0,11.23,0.0
sz.300223,北京君正,0.0998,79.4,0.13
sz.300224,正海磁材,0.2,15.07,1.33
sz.300225,*ST金泰,0.02,5.91,0.34
sz.300226,上海钢联,0.05,24.83,0.2
sz.300227,光韵达,0.0,8.95,0.0
sz.300228,富瑞特装,0.08,8.56,0.93
sz.300229,拓尔思,0.0,21.44,0.0
sz.300230,永利股份,0.065,4.9,1.33
sz.300231,银信科技,0.1,10.81,0.93
sz.300232,洲明科技,0.24,7.23,3.32
sz.300233,金城医药,0.4,16.85,2.37
sz.300234,开尔新材,0.014,5.37,0.26
sz.300235,方直科技,0.045,16.61,0.27
sz.300236,上海新阳,0.26,57.04,0.46
sz.300237,ST美晨,0.0,3.0,0.0
sz.300238,冠昊生物,0.0,15.23,0.0
sz.300239,东宝生物,0.025,5.7,0.44
sz.300240,飞力达,0.0,7.74,0.0
sz.300241,瑞丰光电,0.02,5.99,0.33
sz.300242,佳云科技,0.0,5.62,0.0
sz.300243,瑞丰高材,0.05,11.03,0.45
sz.300244,迪安诊断,0.25,15.88,1.57
sz.300245,天玑科技,0.0,14.73,0.0
sz.300246,宝莱特,0.05,8.71,0.57
sz.300247,融捷健康,0.0,5.05,0.0
sz.300248,新开普,0.08,13.15,0.61
sz.300249,依米康,0.0,15.09,0.0
sz.300250,初灵信息,0.0,28.76,0.0
sz.300251,光线传媒,0.2,16.41,1.22
sz.300252,金信诺,0.0,12.97,0.0
sz.300253,卫宁健康,0.015,8.58,0.17
sz.300254,仟源医药,0.0,10.58,0.0
sz.300255,常山药业,0.0,62.15,0.0
sz.300256,星星科技,0.0,4.36,0.0
sz.300257,开山股份,0.1,14.26,0.7
sz.300258,精锻科技,0.075,13.01,0.58
sz.300259,新天科技,0.05,4.43,1.13
sz.300260,新莱应材,0.06,52.0,0.12
sz.300261,雅本化学,0.0,7.39,0.0
sz.300263,隆华科技,0.05,8.07,0.62
sz.300264,佳创视讯,0.0,7.07,0.0
sz.300265,通光线缆,0.04,9.43,0.42
sz.300266,兴源环境,0.0,2.61,0.0
sz.300267,尔康制药,0.0,3.96,0.0
sz.300268,*ST佳沃,0.0,13.79,0.0
sz.300269,联建光电,0.0,5.94,0.0
sz.300270,中威电子,0.0,11.77,0.0
sz.300271,华宇软件,0.0,8.19,0.0
sz.300272,开能健康,0.17,7.35,2.31
sz.300274,阳光电源,2.03,182.9,1.11
sz.300275,梅安森,0.03,13.36,0.22
sz.300276,三丰智能,0.0,9.02,0.0
sz.300277,海联讯,0.02,12.72,0.16
sz.300278,华昌达,0.0,5.6,0.0
sz.300279,和晶科技,0.0,7.29,0.0
sz.300281,金明精机,0.04,7.78,0.51
sz.300283,温州宏丰,0.0,7.88,0.0
sz.300284,苏交科,0.09,8.26,1.09
sz.300285,国瓷材料,0.2,22.83,0.88
sz.300286,安科瑞,0.4009,23.0,1.74
sz.300287,飞利信,0.0,5.33,0.0
sz.300288,朗玛信息,0.015,14.68,0.1
sz.300289,利德曼,0.0,7.69,0.0
sz.300290,荣科科技,0.0,26.8,0.0
sz.300291,百纳千成,0.0,6.0,0.0
sz.300292,吴通控股,0.0,4.78,0.0
sz.300293,蓝英装备,0.0,22.56,0.0
sz.300294,博雅生物,0.31,23.77,1.3
sz.300295,三六五网,0.0,15.05,0.0
sz.300296,利亚德,0.1,6.26,1.6
sz.300298,三诺生物,0.22,17.78,1.24
sz.300299,富春股份,0.0,7.64,0.0
sz.300300,海峡创新,0.0,16.05,0.0
sz.300301,ST长方,0.0,2.5,0.0
sz.300302,同有科技,0.0,19.35,0.0
sz.300303,聚飞光电,0.13,6.64,1.96
sz.300304,云意电气,0.088,11.41,0.77
sz.300305,裕兴股份,0.0,6.65,0.0
sz.300306,远方信息,0.432,13.75,3.14
sz.300307,慈星股份,0.1,7.6,1.32
sz.300308,中际旭创,0.9,514.5,0.17
sz.300310,宜通世纪,0.0,6.49,0.0
sz.300311,ST任子行,0.0,4.88,0.0
sz.300313,*ST天山,0.0,9.96,0.0
sz.300314,戴维医疗,0.087,13.41,0.65
sz.300315,掌趣科技,0.0,5.2,0.0
sz.300316,晶盛机电,0.4,36.51,1.1
sz.300317,珈伟新能,0.0,4.02,0.0
sz.300318,博晖创新,0.0,6.99,0.0
sz.300319,麦捷科技,0.1147,11.87,0.97
sz.300320,海达股份,0.04,9.87,0.41
sz.300321,同大股份,0.043,50.65,0.08
sz.300322,硕贝德,0.0,21.55,0.0
sz.300323,华灿光电,0.0,8.0,0.0
sz.300324,旋极信息,0.0,5.92,0.0
sz.300326,ST凯利,0.0,5.78,0.0
sz.300327,中颖电子,0.2,28.43,0.7
sz.300328,宜安科技,0.0,16.66,0.0
sz.300329,海伦钢琴,0.0,17.63,0.0
sz.300331,苏大维格,0.0,31.29,0.0
sz.300332,天壕能源,0.0,5.65,0.0
sz.300333,兆日科技,0.0,11.34,0.0
sz.300334,津膜科技,0.0,7.95,0.0
sz.300335,迪森股份,0.1,6.09,1.64
sz.300337,银邦股份,0.01,10.74,0.09
sz.300338,ST开元,0.0,4.18,0.0
sz.300339,润和软件,0.0,51.41,0.0
sz.300340,科恒股份,0.0,13.85,0.0
sz.300341,麦克奥迪,0.07,16.65,0.42
sz.300342,天银机电,0.065,19.68,0.33
sz.300343,ST联创,0.0,6.24,0.0
sz.300344,*ST立方,0.0,3.36,0.0
sz.300345,华民股份,0.0,6.74,0.0
sz.300346,南大光电,0.28,38.13,0.73
sz.300347,泰格医药,0.3,51.01,0.59
sz.300348,长亮科技,0.007,13.77,0.05
sz.300349,金卡智能,0.5,13.24,3.78
sz.300350,华鹏飞,0.0,7.02,0.0
sz.300351,永贵电器,0.06,16.95,0.35
sz.300352,北信源,0.0,5.94,0.0
sz.300353,东土科技,0.0,20.69,0.0
sz.300354,东华测试,0.177,43.29,0.41
sz.300355,蒙草生态,0.004,4.2,0.1
sz.300357,我武生物,0.12,31.49,0.38
sz.300358,楚天科技,0.0,9.38,0.0
sz.300359,全通教育,0.0,5.93,0.0
sz.300360,炬华科技,0.4,16.53,2.42
sz.300363,博腾股份,0.0,23.8,0.0
sz.300364,中文在线,0.0,27.1,0.0
sz.300365,恒华科技,0.0,6.75,0.0
sz.300366,ST创意,0.0,6.63,0.0
sz.300368,汇金股份,0.0,15.13,0.0
sz.300369,绿盟科技,0.0,8.57,0.0
sz.300370,安控科技,0.0,2.87,0.0
sz.300371,汇中股份,0.0892,12.87,0.69
sz.300373,扬杰科技,0.82,64.68,1.27
sz.300374,中铁装配,0.0,17.42,0.0
sz.300375,鹏翎股份,0.036,5.27,0.68
sz.300376,ST易事特,0.0211,5.86,0.36
sz.300377,赢时胜,0.0,16.75,0.0
sz.300378,鼎捷数智,0.03,43.4,0.07
sz.300379,*ST东通,0.0,3.02,0.0
sz.300380,安硕信息,0.05,41.52,0.12
sz.300381,溢多利,0.1,7.06,1.42
sz.300382,斯莱克,0.0,15.87,0.0
sz.300383,光环新网,0.06,12.77,0.47
sz.300384,三联虹普,0.22,16.65,1.32
sz.300385,雪浪环境,0.0,6.69,0.0
sz.300386,飞天诚信,0.0,16.98,0.0
sz.300387,富邦科技,0.07,9.04,0.77
sz.300388,节能国祯,0.13,9.28,1.4
sz.300389,艾比森,0.35,16.18,2.16
sz.300390,天华新能,0.6,51.94,1.16
sz.300391,*ST长药,0.0,2.32,0.0
sz.300393,中来股份,0.0,7.14,0.0
sz.300394,天孚通信,1.0,158.0,0.63
sz.300395,菲利华,0.13,78.33,0.17
sz.300396,迪瑞医疗,0.26,13.6,1.91
sz.300397,天和防务,0.0,14.11,0.0
sz.300398,飞凯材料,0.105,21.52,0.49
sz.300399,天利科技,0.05,25.34,0.2
sz.300400,劲拓股份,0.4,20.23,1.98
sz.300401,花园生物,0.114,14.2,0.8
sz.300402,宝色股份,0.09,20.99,0.43
sz.300403,汉宇集团,0.1,13.58,0.74
sz.300404,博济医药,0.012,10.01,0.12
sz.300405,科隆股份,0.0,7.22,0.0
sz.300406,九强生物,0.9,13.33,6.75
sz.300407,凯发电气,0.1,13.41,0.75
sz.300408,三环集团,0.38,44.0,0.86
sz.300409,道氏技术,0.18,21.53,0.84
sz.300410,正业科技,0.0,8.76,0.0
sz.300411,金盾股份,0.0,11.69,0.0
sz.300412,迦南科技,0.06,5.72,1.05
sz.300413,芒果超媒,0.22,25.92,0.85
sz.300414,中光防雷,0.01,12.18,0.08
sz.300415,伊之密,0.5,24.3,2.06
sz.300416,苏试试验,0.15,15.1,0.99
sz.300417,南华仪器,0.0,13.46,0.0
sz.300418,昆仑万维,0.0,43.5,0.0
sz.300419,ST浩丰,0.0,6.84,0.0
sz.300420,五洋自控,0.0,4.11,0.0
sz.300421,力星股份,0.12,25.13,0.48
sz.300422,博世科,0.0,5.21,0.0
sz.300423,昇辉科技,0.0,7.63,0.0
sz.300424,航新科技,0.0,17.01,0.0
sz.300425,中建环能,0.026,5.16,0.5
sz.300426,华智数媒,0.0,8.82,0.0
sz.300427,红相股份,0.0,8.8,0.0
sz.300428,立中集团,0.337,21.2,1.59
sz.300429,强力新材,0.0,13.57,0.0
sz.300430,诚益通,0.045,18.46,0.24
sz.300432,富临精工,0.1,16.09,0.62
sz.300433,蓝思科技,0.5,27.5,1.82
sz.300434,金石亚药,0.069,12.73,0.54
sz.300435,中泰股份,0.2,19.47,1.03
sz.300436,广生堂,0.0,100.0,0.0
sz.300437,清水源,0.0,20.3,0.0
sz.300438,鹏辉能源,0.0,58.02,0.0
sz.300439,美康生物,0.1349,10.5,1.28
sz.300440,运达科技,0.058,12.17,0.48
sz.300441,鲍斯股份,0.3,7.79,3.85
sz.300442,润泽科技,0.5283,47.72,1.11
sz.300443,金雷股份,0.17,26.42,0.64
sz.300444,双杰电气,0.0,9.54,0.0
sz.300445,康斯特,0.09,22.2,0.41
sz.300446,航天智造,0.28,19.47,1.44
sz.300447,全信股份,0.05,15.59,0.32
sz.300448,浩云科技,0.033,7.73,0.43
sz.300449,汉邦高科,0.0,7.58,0.0
sz.300450,先导智能,0.056,49.05,0.11
sz.300451,创业慧康,0.0,5.22,0.0
sz.300452,山河药辅,0.3,14.52,2.07
sz.300453,三鑫医疗,0.3,9.26,3.24
sz.300454,深信服,0.063,115.06,0.05
sz.300455,航天智装,0.015,25.62,0.06
sz.300456,赛微电子,0.0,48.51,0.0
sz.300457,赢合科技,0.117,28.01,0.42
sz.300458,全志科技,0.25,41.98,0.6
sz.300459,汤姆猫,0.0,4.95,0.0
sz.300460,惠伦晶体,0.0,10.14,0.0
sz.300461,田中精机,0.0,20.77,0.0
sz.300462,ST华铭,0.0,11.86,0.0
sz.300463,迈克生物,0.104,11.48,0.91
sz.300464,星徽股份,0.0,7.45,0.0
sz.300465,高伟达,0.0,21.9,0.0
sz.300466,赛摩智能,0.0,9.94,0.0
sz.300467,迅游科技,0.0,25.65,0.0
sz.300468,四方精创,0.1,33.1,0.3
sz.300469,信息发展,0.0,63.16,0.0
sz.300470,中密控股,1.0,35.34,2.83
sz.300471,厚普股份,0.0,13.93,0.0
sz.300472,*ST新元,0.0,9.08,0.0
sz.300473,德尔股份,0.0,28.64,0.0
sz.300474,景嘉微,0.06,72.6,0.08
sz.300475,香农芯创,0.093,141.89,0.07
sz.300476,胜宏科技,0.3003,270.7,0.11
sz.300477,ST合纵,0.0,3.81,0.0
sz.300478,杭州高新,0.0,28.69,0.0
sz.300479,神思电子,0.0,20.1,0.0
sz.300480,光力科技,0.05,15.86,0.32
sz.300481,濮阳惠成,0.4,16.76,2.39
sz.300482,万孚生物,0.4,21.16,1.89
sz.300483,首华燃气,0.0,15.95,0.0
sz.300484,蓝海华腾,0.16,19.3,0.83
sz.300485,赛升药业,0.0,11.78,0.0
sz.300486,东杰智能,0.0,21.14,0.0
sz.300487,蓝晓科技,0.78,53.21,1.47
sz.300488,恒锋工具,0.2,31.46,0.64
sz.300489,光智科技,0.0,40.92,0.0
sz.300490,华自科技,0.0,13.99,0.0
sz.300491,通合科技,0.068,26.6,0.26
sz.300492,华图山鼎,0.055,71.56,0.08
sz.300493,润欣科技,0.035,20.54,0.17
sz.300494,盛天网络,0.0,12.34,0.0
sz.300496,中科创达,0.058,65.38,0.09
sz.300497,富祥药业,0.0,16.18,0.0
sz.300498,温氏股份,0.5,18.08,2.77
sz.300499,高澜股份,0.0,26.47,0.0
sz.300500,启迪设计,0.15,16.85,0.89
sz.300501,海顺新材,0.47,16.4,2.87
sz.300502,新易盛,0.45,347.8,0.13
sz.300503,昊志机电,0.053,29.25,0.18
sz.300504,天邑股份,0.0,14.37,0.0
sz.300505,川金诺,0.3,23.99,1.25
sz.300506,*ST名家,0.0,4.62,0.0
sz.300507,苏奥传感,0.0597,8.98,0.66
sz.300508,维宏股份,0.188,34.64,0.54
sz.300509,新美星,0.15,13.71,1.09
sz.300510,金冠股份,0.0,4.32,0.0
sz.300511,雪榕生物,0.0,7.2,0.0
sz.300512,中亚股份,0.06,9.71,0.62
sz.300513,恒实科技,0.0,10.11,0.0
sz.300514,友讯达,0.3,13.6,2.21
sz.300515,三德科技,0.3,19.8,1.52
sz.300516,久之洋,0.069,50.8,0.14
sz.300517,海波重科,0.1,12.21,0.82
sz.300518,新迅达,0.0,18.14,0.0
sz.300519,新光药业,0.3,16.27,1.84
sz.300520,科大国创,0.0,35.34,0.0
sz.300521,爱司凯,0.0,30.74,0.0
sz.300522,世名科技,0.04,13.4,0.3
sz.300523,辰安科技,0.0,26.2,0.0
sz.300525,博思软件,0.12,14.09,0.85
sz.300527,ST应急,0.0026,8.63,0.03
sz.300528,幸福蓝海,0.0,22.06,0.0
sz.300529,健帆生物,0.8,20.33,3.94
sz.300530,领湃科技,0.0,29.55,0.0
sz.300531,优博讯,0.05,17.54,0.29
sz.300532,今天国际,0.3,12.01,2.5
sz.300533,冰川网络,1.0,34.95,2.86
sz.300534,陇神戎发,0.04,10.32,0.39
sz.300535,达威股份,0.0,19.74,0.0
sz.300536,农尚环境,0.0,8.41,0.0
sz.300537,广信材料,0.0,22.52,0.0
sz.300538,同益股份,0.0,18.01,0.0
sz.300539,横河精密,0.135,43.76,0.31
sz.300540,蜀道装备,0.05,18.18,0.28
sz.300541,先进数通,0.018,14.76,0.12
sz.300542,新晨科技,0.0,18.06,0.0
sz.300543,朗科智能,0.1,10.87,0.92
sz.300545,联得装备,0.2,33.85,0.59
sz.300546,雄帝科技,0.045,24.03,0.19
sz.300547,川环科技,0.277,33.91,0.82
sz.300548,长芯博创,0.08,126.3,0.06
sz.300549,优德精密,0.05,19.71,0.25
sz.300550,和仁科技,0.025,13.93,0.18
sz.300551,古鳌科技,0.0,13.38,0.0
sz.300552,万集科技,0.0,25.12,0.0
sz.300553,集智股份,0.0,35.85,0.0
sz.300554,三超新材,0.0,24.29,0.0
sz.300555,ST路通,0.0,12.72,0.0
sz.300556,丝路视觉,0.0,20.79,0.0
sz.300557,理工光科,0.2,28.68,0.7
sz.300558,贝达药业,0.1989,49.15,0.4
sz.300559,佳发教育,0.15,11.98,1.25
sz.300560,中富通,0.0,18.61,0.0
sz.300561,*ST汇科,0.035,14.44,0.24
sz.300562,乐心医疗,0.28,14.2,1.97
sz.300563,神宇股份,0.24,35.97,0.67
sz.300564,筑博设计,0.5,16.3,3.07
sz.300565,科信技术,0.0,12.8,0.0
sz.300566,激智科技,0.2,18.37,1.09
sz.300567,精测电子,0.0,67.03,0.0
sz.300568,星源材质,0.0508,15.32,0.33
sz.300569,天能重工,0.01,6.0,0.17
sz.300570,太辰光,0.8,106.4,0.75
sz.300571,平治信息,0.0,29.61,0.0
sz.300572,安车检测,0.0,28.5,0.0
sz.300573,兴齐眼药,1.7,71.89,2.36
sz.300575,中旗股份,0.05,6.15,0.81
sz.300576,容大感光,0.09,34.78,0.26
sz.300577,开润股份,0.3474,23.91,1.45
sz.300578,会畅通讯,0.0,18.97,0.0
sz.300579,数字认证,0.03,31.4,0.1
sz.300580,贝斯特,0.17,23.85,0.71
sz.300581,晨曦航空,0.0,17.54,0.0
sz.300582,英飞特,0.038,14.81,0.26
sz.300583,赛托生物,0.02,15.27,0.13
sz.300584,海辰药业,0.1,55.3,0.18
sz.300585,奥联电子,0.0,19.24,0.0
sz.300586,美联新材,0.0,10.46,0.0
sz.300587,天铁科技,0.027,7.77,0.35
sz.300588,熙菱信息,0.0,30.88,0.0
sz.300589,江龙船艇,0.01,22.0,0.05
sz.300590,移为通信,0.22,12.37,1.78
sz.300591,万里马,0.0,10.11,0.0
sz.300592,华凯易佰,0.05,12.26,0.41
sz.300593,新雷能,0.0,25.77,0.0
sz.300594,朗进科技,0.0,18.47,0.0
sz.300595,欧普康视,0.28,15.72,1.78
sz.300596,利安隆,0.37,39.59,0.93
sz.300597,吉大通信,0.004,9.69,0.04
sz.300598,诚迈科技,0.0,49.06,0.0
sz.300599,雄塑科技,0.0,7.35,0.0
sz.300600,国瑞科技,0.0,16.5,0.0
sz.300601,康泰生物,0.09,16.1,0.56
sz.300602,飞荣达,0.038,27.93,0.14
sz.300603,立昂技术,0.0,10.34,0.0
sz.300604,长川科技,0.1,77.11,0.13
sz.300605,恒锋信息,0.0,18.11,0.0
sz.300606,金太阳,0.12,22.41,0.54
sz.300607,拓斯达,0.0,29.23,0.0
sz.300608,思特奇,0.0,12.36,0.0
sz.300609,汇纳科技,0.0,44.51,0.0
sz.300610,晨化股份,0.2,11.94,1.68
sz.300611,美力科技,0.1183,27.21,0.43
sz.300612,宣亚国际,0.0,19.85,0.0
sz.300613,富瀚微,0.12,44.1,0.27
sz.300614,百川畅银,0.0,13.45,0.0
sz.300615,欣天科技,0.05,14.01,0.36
sz.300616,尚品宅配,0.9,14.17,6.35
sz.300617,安靠智电,0.24,31.7,0.76
sz.300618,寒锐钴业,0.15,44.2,0.34
sz.300619,金银河,0.0,51.29,0.0
sz.300620,光库科技,0.1,153.8,0.07
sz.300621,维业股份,0.01,9.36,0.11
sz.300622,博士眼镜,0.0,31.38,0.0
sz.300623,捷捷微电,0.15,27.21,0.55
sz.300624,万兴科技,0.0,75.61,0.0
sz.300625,三雄极光,0.3,12.39,2.42
sz.300626,华瑞股份,0.0,14.92,0.0
sz.300627,华测导航,0.5,30.92,1.62
sz.300628,亿联网络,1.8,33.76,5.33
sz.300629,新劲刚,0.1,18.85,0.53
sz.300631,久吾高科,0.18,29.69,0.61
sz.300632,光莆股份,0.1,15.39,0.65
sz.300633,开立医疗,0.1,27.64,0.36
sz.300634,彩讯股份,0.16,26.99,0.59
sz.300635,中达安,0.0,18.61,0.0
sz.300636,同和药业,0.04,8.19,0.49
sz.300637,扬帆新材,0.0,12.02,0.0
sz.300638,广和通,0.35,26.98,1.3
sz.300639,凯普生物,0.0,5.93,0.0
sz.300640,德艺文创,0.02,7.7,0.26
sz.300641,正丹股份,0.6,18.61,3.22
sz.300642,透景生命,0.15,19.7,0.76
sz.300643,万通智控,0.16,19.87,0.81
sz.300644,南京聚隆,0.25,32.28,0.77
sz.300645,正元智慧,0.02,18.89,0.11
sz.300647,超频三,0.0,7.36,0.0
sz.300648,星云股份,0.0,49.24,0.0
sz.300649,杭州园林,0.05,15.92,0.31
sz.300650,太龙股份,0.05,18.4,0.27
sz.300651,金陵体育,0.15,21.3,0.7
sz.300652,雷迪克,0.15,53.09,0.28
sz.300653,正海生物,0.46,21.86,2.1
sz.300654,世纪天鸿,0.055,10.79,0.51
sz.300655,晶瑞电材,0.055,15.39,0.36
sz.300656,民德电子,0.0,21.4,0.0
sz.300657,弘信电子,0.0,27.64,0.0
sz.300658,延江股份,0.06,11.97,0.5
sz.300659,中孚信息,0.0,18.08,0.0
sz.300660,江苏雷利,0.47,46.81,1.0
sz.300661,圣邦股份,0.2,65.1,0.31
sz.300662,科锐国际,0.16,27.76,0.58
sz.300663,科蓝软件,0.0,18.08,0.0
sz.300664,鹏鹞环保,0.1,5.68,1.76
sz.300665,飞鹿股份,0.0,9.79,0.0
sz.300666,江丰电子,0.306,85.29,0.36
sz.300667,必创科技,0.0,16.22,0.0
sz.300668,杰恩设计,0.0,19.49,0.0
sz.300669,沪宁股份,0.1,27.0,0.37
sz.300670,大烨智能,0.0,9.09,0.0
sz.300671,富满微,0.0,33.91,0.0
sz.300672,国科微,0.3,89.62,0.33
sz.300673,佩蒂股份,0.35,18.82,1.86
sz.300674,宇信科技,0.26,22.33,1.16
sz.300675,建科院,0.01,17.33,0.06
sz.300676,华大基因,0.0,46.65,0.0
sz.300677,英科医疗,0.15,43.07,0.35
sz.300678,中科信息,0.05,30.68,0.16
sz.300679,电连技术,0.4747,47.18,1.01
sz.300680,隆盛科技,0.2,47.32,0.42
sz.300681,英搏尔,0.0292,28.3,0.1
sz.300682,朗新集团,0.25,16.22,1.54
sz.300683,海特生物,0.0,30.78,0.0
sz.300684,中石科技,0.65,43.0,1.51
sz.300685,艾德生物,0.3,22.01,1.36
sz.300686,智动力,0.0,15.74,0.0
sz.300687,赛意信息,0.07,23.14,0.3
sz.300688,创业黑马,0.0,29.66,0.0
sz.300689,澄天伟业,0.0,47.54,0.0
sz.300690,双一科技,0.21,30.12,0.7
sz.300691,联合光电,0.08,17.43,0.46
sz.300692,中环环保,0.03,8.27,0.36
sz.300693,盛弘股份,0.5,39.26,1.27
sz.300694,蠡湖股份,0.08,12.28,0.65
sz.300695,兆丰股份,0.21,91.35,0.23
sz.300696,爱乐达,0.0,25.48,0.0
sz.300697,电工合金,0.18,15.74,1.14
sz.300698,万马科技,0.0,39.69,0.0
sz.300699,光威复材,0.5,28.75,1.74
sz.300700,岱勒新材,0.0,11.75,0.0
sz.300701,森霸传感,0.1,12.2,0.82
sz.300702,天宇股份,0.05,25.87,0.19
sz.300703,创源股份,0.15,25.09,0.6
sz.300705,九典制药,0.313,16.03,1.95
sz.300706,阿石创,0.0,34.89,0.0
sz.300707,威唐工业,0.06,15.53,0.39
sz.300708,聚灿光电,0.16,8.64,1.85
sz.300709,精研科技,0.11,43.92,0.25
sz.300710,万隆光电,0.0,26.59,0.0
sz.300711,广哈通信,0.2,22.15,0.9
sz.300712,永福股份,0.05,28.4,0.18
sz.300713,英可瑞,0.0,17.88,0.0
sz.300715,凯伦股份,0.0,11.06,0.0
sz.300716,ST泉为,0.0,11.93,0.0
sz.300717,华信新材,0.2,20.0,1.0
sz.300718,长盛轴承,0.403,82.62,0.49
sz.300719,安达维尔,0.04,16.76,0.24
sz.300720,海川智能,0.15,28.85,0.52
sz.300721,怡达股份,0.03,14.4,0.21
sz.300722,新余国科,0.18,33.42,0.54
sz.300723,一品红,0.0,50.68,0.0
sz.300724,捷佳伟创,1.2,85.07,1.41
sz.300725,药石科技,0.28,38.17,0.73
sz.300726,宏达电子,0.6,43.45,1.38
sz.300727,润禾材料,0.3,34.18,0.88
sz.300729,乐歌股份,0.3,14.29,2.1
sz.300730,科创信息,0.0,13.74,0.0
sz.300731,科创新源,0.08,47.65,0.17
sz.300732,设研院,0.0,8.0,0.0
sz.300733,西菱动力,0.05,17.44,0.29
sz.300735,光弘科技,0.25,25.46,0.98
sz.300736,百邦科技,0.0,20.88,0.0
sz.300737,科顺股份,0.35,5.2,6.73
sz.300738,奥飞数据,0.013,19.16,0.07
sz.300739,明阳电路,0.13,17.01,0.76
sz.300740,水羊股份,0.0,20.51,0.0
sz.300741,华宝股份,0.1,17.48,0.57
sz.300743,天地数码,0.5,18.2,2.75
sz.300745,欣锐科技,0.0,28.68,0.0
sz.300746,汉嘉设计,0.0,13.48,0.0
sz.300747,锐科激光,0.05,24.88,0.2
sz.300748,金力永磁,0.3,33.78,0.89
sz.300749,顶固集创,0.0,11.47,0.0
sz.300750,宁德时代,5.56,373.2,1.49
sz.300751,迈为股份,1.1,119.89,0.92
sz.300752,隆利科技,0.0,19.01,0.0
sz.300753,爱朋医疗,0.065,26.63,0.24
sz.300755,华致酒行,0.093,19.2,0.48
sz.300756,金马游乐,0.05,59.24,0.08
sz.300757,罗博特科,0.045,206.18,0.02
sz.300758,七彩化学,0.0,13.27,0.0
sz.300759,康龙化成,0.2,28.95,0.69
sz.300760,迈瑞医疗,4.63,204.01,2.27
sz.300761,立华股份,0.6,20.66,2.9
sz.300762,上海瀚讯,0.0,26.9,0.0
sz.300763,锦浪科技,0.2,72.48,0.28
sz.300765,新诺威,0.02,32.47,0.06
sz.300766,每日互动,0.0,34.1,0.0
sz.300767,震安科技,0.0,20.74,0.0
sz.300768,迪普科技,0.08,19.58,0.41
sz.300769,德方纳米,0.0,48.93,0.0
sz.300770,新媒股份,1.76,43.8,4.02
sz.300771,智莱科技,0.15,13.5,1.11
sz.300772,运达股份,0.06,17.47,0.34
sz.300773,拉卡拉,0.4,22.15,1.81
sz.300774,倍杰特,0.2,19.62,1.02
sz.300775,三角防务,0.2,28.55,0.7
sz.300776,帝尔激光,0.39,60.05,0.65
sz.300777,中简科技,0.2207,30.36,0.73
sz.300778,新城市,0.0,13.49,0.0
sz.300779,惠城环保,0.1,142.21,0.07
