股票代码,股票名称,2025年累计分红,2025-11-28收盘价,股息率(%)
sh.601012,隆基绿能,0.0,18.57,0.0
sh.601015,陕西黑猫,0.0,4.04,0.0
sh.601016,节能风电,0.1092,2.98,3.66
sh.601018,宁波港,0.138,3.75,3.68
sh.601019,山东出版,0.37,8.51,4.35
sh.601020,华钰矿业,0.04,30.2,0.13
sh.601021,春秋航空,1.25,54.96,2.27
sh.601022,宁波远洋,0.214,9.33,2.29
sh.601026,道生天合,0.15,20.15,0.74
sh.601033,永兴股份,0.6,15.37,3.9
sh.601038,一拖股份,0.3679,12.66,2.91
sh.601058,赛轮轮胎,0.38,15.95,2.38
sh.601059,信达证券,0.074,17.79,0.42
sh.601061,中信金属,0.168,14.46,1.16
sh.601065,江盐集团,0.22,8.51,2.59
sh.601066,中信建投,0.165,24.79,0.67
sh.601068,中铝国际,0.0,5.19,0.0
sh.601069,西部黄金,0.05,27.12,0.18
sh.601077,渝农商行,0.1102,6.5,1.7
sh.601083,锦江航运,0.488,11.21,4.35
sh.601086,国芳集团,0.08,10.56,0.76
sh.601088,中国神华,3.24,41.14,7.88
sh.601089,福元医药,0.5,24.9,2.01
sh.601096,宏盛华源,0.04,4.13,0.97
sh.601098,中南传媒,0.55,11.11,4.95
sh.601099,太平洋,0.0,4.13,0.0
sh.601100,恒立液压,1.0,101.3,0.99
sh.601101,昊华能源,0.458,7.38,6.21
sh.601106,中国一重,0.0,3.01,0.0
sh.601107,四川成渝,0.29,6.09,4.76
sh.601108,财通证券,0.11,8.16,1.35
sh.601111,中国国航,0.0,8.03,0.0
sh.601113,华鼎股份,0.0,4.62,0.0
sh.601116,三江购物,0.2,16.98,1.18
sh.601117,中国化学,0.186,7.45,2.5
sh.601118,海南橡胶,0.0109,6.09,0.18
sh.601121,宝地矿业,0.0375,7.35,0.51
sh.601126,四方股份,0.72,28.02,2.57
sh.601127,赛力斯,1.28,126.19,1.01
sh.601128,常熟银行,0.4,7.13,5.61
sh.601133,柏诚股份,0.21,13.7,1.53
sh.601136,首创证券,0.095,20.91,0.45
sh.601137,博威合金,0.501,20.9,2.4
sh.601138,工业富联,0.64,60.72,1.05
sh.601139,深圳燃气,0.16,6.58,2.43
sh.601155,新城控股,0.0,14.91,0.0
sh.601156,东航物流,0.288,16.41,1.76
sh.601158,重庆水务,0.157,4.7,3.34
sh.601162,天风证券,0.0,4.83,0.0
sh.601163,三角轮胎,0.53,14.58,3.64
sh.601166,兴业银行,1.06,21.11,5.02
sh.601168,西部矿业,1.0,22.98,4.35
sh.601169,北京银行,0.2,5.68,3.52
sh.601177,杭齿前进,0.06,17.13,0.35
sh.601179,中国西电,0.069,8.33,0.83
sh.601186,中国铁建,0.6,7.73,7.76
sh.601187,厦门银行,0.3,7.15,4.2
sh.601188,龙江交通,0.071,3.55,2.0
sh.601198,东兴证券,0.166,13.13,1.26
sh.601199,江南水务,0.14,5.67,2.47
sh.601200,上海环境,0.1,8.07,1.24
sh.601208,东材科技,0.1,20.34,0.49
sh.601211,国泰海通,0.43,19.16,2.24
sh.601212,白银有色,0.004,4.92,0.08
sh.601216,君正集团,0.15,4.88,3.07
sh.601218,吉鑫科技,0.01,4.98,0.2
sh.601222,林洋能源,0.088,5.7,1.54
sh.601225,陕西煤业,1.175,22.68,5.18
sh.601226,华电科工,0.034,7.54,0.45
sh.601228,广州港,0.039,3.29,1.19
sh.601229,上海银行,0.52,9.88,5.26
sh.601231,环旭电子,0.23,22.31,1.03
sh.601233,桐昆股份,0.1,15.38,0.65
sh.601236,红塔证券,0.153,8.6,1.78
sh.601238,广汽集团,0.02,9.25,0.22
sh.601279,英利汽车,0.01,4.68,0.21
sh.601288,农业银行,0.245,8.04,3.05
sh.601298,青岛港,0.2007,8.4,2.39
sh.601311,骆驼股份,0.29,9.11,3.18
sh.601318,中国平安,5.14,58.99,8.71
sh.601319,中国人保,0.192,8.66,2.22
sh.601326,秦港股份,0.085,3.53,2.41
sh.601328,交通银行,0.197,7.59,2.6
sh.601330,绿色动力,0.3,7.0,4.29
sh.601333,广深铁路,0.07,3.04,2.3
sh.601336,新华保险,2.66,65.67,4.05
sh.601339,百隆东方,0.41,5.4,7.59
sh.601360,三六零,0.2,13.62,1.47
sh.601366,利群股份,0.02,4.64,0.43
sh.601368,绿城水务,0.03,5.11,0.59
sh.601369,陕鼓动力,0.43,8.82,4.88
sh.601375,中原证券,0.025,4.28,0.58
sh.601377,兴业证券,0.1,6.77,1.48
sh.601388,怡球资源,0.0,2.88,0.0
sh.601390,中国中铁,0.356,5.43,6.56
sh.601398,工商银行,0.306,8.11,3.77
sh.601399,国机重装,0.0,3.25,0.0
sh.601456,国联民生,0.056,10.23,0.55
sh.601500,通用股份,0.0,4.25,0.0
sh.601512,中新集团,0.128,9.12,1.4
sh.601515,衢州东峰,0.0,4.61,0.0
sh.601518,吉林高速,0.086,2.92,2.95
sh.601519,大智慧,0.0,12.78,0.0
sh.601528,瑞丰银行,0.2,5.52,3.62
sh.601555,东吴证券,0.375,8.93,4.2
sh.601566,九牧王,0.3,13.42,2.24
sh.601567,三星医疗,1.375,22.65,6.07
sh.601568,北元集团,0.1,3.89,2.57
sh.601577,长沙银行,0.62,9.64,6.43
sh.601579,会稽山,0.4,21.14,1.89
sh.601588,北辰实业,0.0,1.86,0.0
sh.601595,上海电影,0.048,31.68,0.15
sh.601598,中国外运,0.29,6.25,4.64
sh.601599,浙文影业,0.0,3.89,0.0
sh.601600,中国铝业,0.258,10.51,2.45
sh.601601,中国太保,1.08,34.75,3.11
sh.601606,长城军工,0.0,52.95,0.0
sh.601607,上海医药,0.29,17.81,1.63
sh.601608,中信重工,0.0286,6.7,0.43
sh.601609,金田股份,0.11,10.21,1.08
sh.601611,中国核建,0.104,11.59,0.9
sh.601615,明阳智能,0.3041,13.57,2.24
sh.601616,广电电气,0.07,3.97,1.76
sh.601618,中国中冶,0.056,3.18,1.76
sh.601619,嘉泽新能,0.16,4.33,3.7
sh.601628,中国人寿,1.138,43.52,2.61
sh.601633,长城汽车,0.45,21.9,2.05
sh.601636,旗滨集团,0.045,6.1,0.74
sh.601658,邮储银行,0.1139,5.68,2.01
sh.601665,齐鲁银行,0.139,5.92,2.35
sh.601666,平煤股份,0.6,7.81,7.68
sh.601668,中国建筑,0.2715,5.2,5.22
sh.601669,中国电建,0.127,5.43,2.34
sh.601677,明泰铝业,0.219,13.95,1.57
sh.601678,滨化股份,0.04,4.43,0.9
sh.601686,友发集团,0.15,6.37,2.35
sh.601688,华泰证券,0.52,21.1,2.46
sh.601689,拓普集团,0.519,63.01,0.82
sh.601696,中银证券,0.0384,12.92,0.3
sh.601698,中国卫通,0.0323,20.75,0.16
sh.601699,潞安环能,0.41,13.04,3.14
sh.601700,风范股份,0.02,4.97,0.4
sh.601702,华峰铝业,0.3,18.13,1.65
sh.601717,中创智领,1.12,22.76,4.92
sh.601718,际华集团,0.0,3.5,0.0
sh.601727,上海电气,0.0,8.75,0.0
sh.601728,中国电信,0.2739,6.86,3.99
sh.601766,中国中车,0.32,7.27,4.4
sh.601777,千里科技,0.0,10.72,0.0
sh.601778,晶科科技,0.0279,3.35,0.83
sh.601788,光大证券,0.2181,17.33,1.26
sh.601789,宁波建工,0.1,5.2,1.92
sh.601798,蓝科高新,0.0,9.01,0.0
sh.601799,星宇股份,1.5,120.47,1.25
sh.601800,中国交建,0.1616,8.52,1.9
sh.601801,皖新传媒,0.1,6.61,1.51
sh.601808,中海油服,0.2306,13.97,1.65
sh.601811,新华文轩,0.6,13.95,4.3
sh.601816,京沪高铁,0.1567,5.09,3.08
sh.601818,光大银行,0.085,3.61,2.35
sh.601825,沪农商行,0.675,9.42,7.17
sh.601827,三峰环境,0.245,8.3,2.95
sh.601828,美凯龙,0.0,2.65,0.0
sh.601838,成都银行,0.891,16.87,5.28
sh.601857,中国石油,0.47,9.75,4.82
sh.601858,中国科传,0.274,18.78,1.46
sh.601860,紫金银行,0.05,2.77,1.81
sh.601865,福莱特,0.0,16.14,0.0
sh.601866,中远海发,0.041,2.54,1.61
sh.601868,中国能建,0.0262,2.35,1.11
sh.601869,长飞光纤,0.268,87.08,0.31
sh.601872,招商轮船,0.226,8.81,2.57
sh.601877,正泰电器,0.6,28.1,2.14
sh.601878,浙商证券,0.1,10.95,0.91
sh.601880,辽港股份,0.0239,1.62,1.48
sh.601881,中国银河,0.642,15.9,4.04
sh.601882,海天精工,0.36,19.05,1.89
sh.601886,江河集团,0.55,7.98,6.89
sh.601888,中国中免,1.3,79.03,1.64
sh.601890,亚星锚链,0.14,10.56,1.33
sh.601898,中煤能源,0.424,13.52,3.14
sh.601899,紫金矿业,0.5,28.58,1.75
sh.601900,南方传媒,0.55,13.92,3.95
sh.601901,方正证券,0.1203,7.75,1.55
sh.601908,京运通,0.0,3.76,0.0
sh.601916,浙商银行,0.156,3.07,5.08
sh.601918,新集能源,0.16,6.8,2.35
sh.601919,中远海控,1.59,14.61,10.88
sh.601921,浙版传媒,0.4,7.91,5.06
sh.601928,凤凰传媒,0.6,9.99,6.01
sh.601929,吉视传媒,0.0,3.85,0.0
sh.601933,永辉超市,0.0,4.06,0.0
sh.601939,建设银行,0.3918,9.66,4.06
sh.601949,中国出版,0.102,6.58,1.55
sh.601952,苏垦农发,0.27,9.14,2.95
sh.601956,东贝集团,0.1,7.19,1.39
sh.601958,金钼股份,0.4,13.92,2.87
sh.601963,重庆银行,0.248,11.2,2.21
sh.601965,中国汽研,0.24,16.81,1.43
sh.601966,玲珑轮胎,0.07,14.8,0.47
sh.601968,宝钢包装,0.077,5.08,1.52
sh.601969,海南矿业,0.11,11.65,0.94
sh.601975,招商南油,0.0,3.12,0.0
sh.601985,中国核电,0.16,8.63,1.85
sh.601988,中国银行,0.231,6.07,3.81
sh.601990,南京证券,0.13,8.03,1.62
sh.601991,大唐发电,0.1171,3.53,3.32
sh.601992,金隅集团,0.05,1.71,2.92
sh.601995,中金公司,0.09,34.89,0.26
sh.601996,丰林集团,0.0,2.55,0.0
sh.601997,贵阳银行,0.29,6.0,4.83
sh.601998,中信银行,0.3602,7.76,4.64
sh.601999,出版传媒,0.06,7.66,0.78
sh.603000,人民网,0.132,20.97,0.63
sh.603001,奥康国际,0.15,10.0,1.5
sh.603002,宏昌电子,0.02,7.06,0.28
sh.603004,鼎龙科技,0.21,23.39,0.9
sh.603005,晶方科技,0.084,27.02,0.31
sh.603006,联明股份,0.76,13.31,5.71
sh.603007,*ST花王,0.0,5.7,0.0
sh.603008,喜临门,0.8,20.87,3.83
sh.603009,北特科技,0.085,41.62,0.2
sh.603010,万盛股份,0.08,11.62,0.69
sh.603011,合锻智能,0.0,20.62,0.0
sh.603012,创力集团,0.1,5.86,1.71
sh.603013,亚普股份,0.4,22.65,1.77
sh.603014,威高血净,0.1576,40.43,0.39
sh.603015,弘讯科技,0.05,11.24,0.44
sh.603016,新宏泰,0.473,26.62,1.78
sh.603017,中衡设计,0.2,10.79,1.85
sh.603018,华设集团,0.1,7.54,1.33
sh.603019,中科曙光,0.27,99.16,0.27
sh.603020,爱普股份,0.18,10.22,1.76
sh.603021,ST华鹏,0.0,5.27,0.0
sh.603022,新通联,0.078,10.48,0.74
sh.603023,威帝股份,0.0,4.28,0.0
sh.603025,大豪科技,0.35,17.34,2.02
sh.603026,石大胜华,0.0,92.45,0.0
sh.603027,千禾味业,0.6,9.57,6.27
sh.603028,赛福天,0.0,7.85,0.0
sh.603029,天鹅股份,0.172,19.47,0.88
sh.603030,全筑股份,0.0,3.2,0.0
sh.603031,安孚科技,0.24,39.47,0.61
sh.603032,德新科技,0.056,19.44,0.29
sh.603033,三维股份,0.0,10.79,0.0
sh.603035,常熟汽饰,0.346,15.33,2.26
sh.603036,如通股份,0.2,22.95,0.87
sh.603037,凯众股份,0.35,13.08,2.68
sh.603038,华立股份,0.05,17.95,0.28
sh.603039,泛微网络,0.15,52.85,0.28
sh.603040,新坐标,1.15,77.18,1.49
sh.603041,美思德,0.12,12.5,0.96
sh.603042,华脉科技,0.0,16.53,0.0
sh.603043,广州酒家,0.48,17.5,2.74
sh.603045,福达合金,0.061,20.41,0.3
sh.603048,浙江黎明,0.28,20.27,1.38
sh.603049,中策橡胶,1.3,55.48,2.34
sh.603050,科林电气,0.2,17.15,1.17
sh.603051,鹿山新材,0.4,21.2,1.89
sh.603052,可川科技,0.25,31.05,0.81
sh.603053,成都燃气,0.3,10.04,2.99
sh.603055,台华新材,0.25,8.99,2.78
sh.603056,德邦股份,0.144,14.43,1.0
sh.603057,紫燕食品,0.52,18.62,2.79
sh.603058,永吉股份,0.115,9.0,1.28
sh.603059,倍加洁,0.08,30.36,0.26
sh.603060,国检集团,0.114,6.44,1.77
sh.603061,金海通,0.17,126.04,0.13
sh.603062,麦加芯彩,1.76,45.09,3.9
sh.603063,禾望电气,0.12,29.85,0.4
sh.603065,宿迁联盛,0.1,8.38,1.19
sh.603066,音飞储存,0.052,11.08,0.47
sh.603067,振华股份,0.19,28.19,0.67
sh.603068,博通集成,0.0,38.68,0.0
sh.603069,海汽集团,0.0,25.53,0.0
sh.603070,万控智造,0.08,12.94,0.62
sh.603071,物产环能,0.6,13.51,4.44
sh.603072,天和磁材,0.15,43.36,0.35
sh.603073,彩蝶实业,0.3,19.11,1.57
sh.603075,热威股份,0.7,22.09,3.17
sh.603076,乐惠国际,0.4,24.74,1.62
sh.603077,和邦生物,0.0,2.19,0.0
sh.603078,江化微,0.09,17.7,0.51
sh.603079,圣达生物,0.0,18.86,0.0
sh.603080,新疆火炬,0.56,23.21,2.41
sh.603081,大丰实业,0.13,12.27,1.06
sh.603082,北自科技,0.58,36.58,1.59
sh.603083,剑桥科技,0.2652,109.62,0.24
sh.603085,天成自控,0.0,10.51,0.0
sh.603086,先达股份,0.0,8.33,0.0
sh.603087,甘李药业,1.0,63.67,1.57
sh.603088,宁波精达,0.29,10.13,2.86
sh.603089,正裕工业,0.1,12.89,0.78
sh.603090,宏盛股份,0.3,45.41,0.66
sh.603091,众鑫股份,0.96,75.05,1.28
sh.603092,德力佳,0.0,67.56,0.0
sh.603093,南华期货,0.076,19.15,0.4
sh.603095,越剑智能,1.1,14.67,7.5
sh.603096,新经典,0.8,19.08,4.19
sh.603097,江苏华辰,0.2,28.41,0.7
sh.603098,森特股份,0.05,13.02,0.38
sh.603099,长白山,0.0815,48.17,0.17
sh.603100,川仪股份,0.275,24.52,1.12
sh.603101,汇嘉时代,0.05,9.77,0.51
sh.603102,百合股份,0.75,42.32,1.77
sh.603103,横店影视,0.14,16.92,0.83
sh.603105,芯能科技,0.2,9.35,2.14
sh.603106,恒银科技,0.03,12.52,0.24
sh.603107,上海汽配,0.3,15.25,1.97
sh.603108,润达医疗,0.03,15.73,0.19
sh.603109,神驰机电,0.3,25.44,1.18
sh.603110,东方材料,0.05,16.01,0.31
sh.603111,康尼机电,0.25,6.97,3.59
sh.603112,华翔股份,0.333,17.63,1.89
sh.603113,金能科技,0.355,6.29,5.64
sh.603115,海星股份,0.6,18.18,3.3
sh.603116,红蜻蜓,0.25,6.25,4.0
sh.603117,万林物流,0.0,5.24,0.0
sh.603118,共进股份,0.0,11.32,0.0
sh.603119,浙江荣泰,0.195,91.77,0.21
sh.603120,肯特催化,0.4,39.35,1.02
sh.603121,华培动力,0.2,15.99,1.25
sh.603122,合富中国,0.13,23.82,0.55
sh.603123,翠微股份,0.0,11.62,0.0
sh.603124,江南新材,0.37,73.93,0.5
sh.603125,常青科技,0.15,17.28,0.87
sh.603126,中材节能,0.005,7.18,0.07
sh.603127,昭衍新药,0.03,27.93,0.11
sh.603128,华贸物流,0.174,5.88,2.96
sh.603129,春风动力,3.85,264.5,1.46
sh.603130,云中马,0.1,41.02,0.24
sh.603131,上海沪工,0.012,28.17,0.04
sh.603132,金徽股份,0.42,13.51,3.11
sh.603135,中重科技,0.066,9.61,0.69
sh.603136,天目湖,0.235,11.34,2.07
sh.603137,恒尚节能,0.08,14.81,0.54
sh.603138,海量数据,0.0,15.36,0.0
sh.603139,康惠股份,0.0,22.05,0.0
sh.603150,万朗磁塑,0.32,36.69,0.87
sh.603151,邦基科技,0.15,18.8,0.8
sh.603153,上海建科,0.255,18.08,1.41
sh.603155,新亚强,0.55,19.47,2.82
sh.603156,养元饮品,1.86,27.2,6.84
sh.603158,腾龙股份,0.16,10.05,1.59
sh.603159,上海亚虹,0.065,23.82,0.27
sh.603160,汇顶科技,0.544,79.66,0.68
sh.603161,科华控股,0.167,13.74,1.22
sh.603162,海通发展,0.05,12.19,0.41
sh.603163,圣晖集成,0.9,53.64,1.68
sh.603165,荣晟环保,1.1,12.9,8.53
sh.603166,福达股份,0.1,14.45,0.69
sh.603167,渤海轮渡,0.8,9.86,8.11
sh.603168,莎普爱思,0.0,8.01,0.0
sh.603169,兰石重装,0.0,9.81,0.0
sh.603170,宝立食品,0.39,15.01,2.6
sh.603171,税友股份,0.2,50.05,0.4
sh.603172,万丰股份,0.09,18.89,0.48
sh.603173,福斯达,0.5,38.44,1.3
sh.603175,超颖电子,0.0,73.52,0.0
sh.603176,汇通集团,0.023,6.84,0.34
sh.603177,德创环保,0.04,12.44,0.32
sh.603178,圣龙股份,0.04,18.4,0.22
sh.603179,新泉股份,0.3,66.17,0.45
sh.603180,金牌家居,0.392,20.63,1.9
sh.603181,皇马科技,0.21,14.7,1.43
sh.603182,嘉华股份,0.4,16.1,2.48
sh.603183,建研院,0.025,4.65,0.54
sh.603185,弘元绿能,0.0,30.43,0.0
sh.603186,华正新材,0.0,44.14,0.0
sh.603187,海容冷链,0.5,15.0,3.33
sh.603188,亚邦股份,0.0,5.0,0.0
sh.603189,网达软件,0.15,22.01,0.68
sh.603190,亚通精工,0.26,26.2,0.99
sh.603191,望变电气,0.05,15.13,0.33
sh.603192,汇得科技,0.375,23.67,1.58
sh.603193,润本股份,0.43,25.34,1.7
sh.603194,中力股份,0.63,36.52,1.73
sh.603195,公牛集团,2.4,42.85,5.6
sh.603196,日播时尚,0.0,24.18,0.0
sh.603197,保隆科技,0.83,35.39,2.35
sh.603198,迎驾贡酒,1.5,42.1,3.56
sh.603199,九华旅游,0.68,35.11,1.94
sh.603200,上海洗霸,0.09,74.91,0.12
sh.603201,常润股份,0.467,17.22,2.71
sh.603202,天有为,3.49,92.06,3.79
sh.603203,快克智能,0.65,30.74,2.11
sh.603205,健尔康,0.351,28.48,1.23
sh.603206,嘉环科技,0.0,16.74,0.0
sh.603207,小方制药,2.2,29.31,7.51
sh.603208,江山欧派,0.19,15.0,1.27
sh.603209,兴通股份,0.2,16.13,1.24
sh.603210,泰鸿万立,0.0,19.69,0.0
sh.603211,晋拓股份,0.06,17.16,0.35
sh.603212,赛伍技术,0.0,13.15,0.0
sh.603213,镇洋发展,0.265,13.87,1.91
sh.603214,爱婴室,0.383,17.3,2.21
sh.603215,比依股份,0.3,20.65,1.45
sh.603216,梦天家居,0.2,28.66,0.7
sh.603217,元利科技,0.35,28.7,1.22
